year,prov_name,prov_code,index_aggregate,coverage_breadth,usage_depth,payment,insurance,monetary_fund,investment,credit,credit_investigation,digitization_level,province_norm
2020,浙江省,33,406.8779471527735,382.0722374937017,439.253445536304,365.5460264048609,881.9959766153193,,531.8828766507297,281.2480934999684,,429.979463299083,浙江
2020,安徽省,34,350.164685502378,323.7451216008863,366.1454714867614,309.3449142621488,737.6720071101589,,418.3966741671105,245.2202622416704,,408.3834366822608,安徽
2020,福建省,35,380.1262309929718,359.2118384139992,401.8033671979709,341.2252416591126,753.1327789590168,,494.2348433948407,266.9935951849687,,409.8176657892807,福建
2020,江西省,36,340.6109193880743,316.1350024546305,353.2321837027446,295.4621240478576,690.8988388722637,,419.5356172432183,232.8788372103516,,398.515979936141,江西
2020,山东省,37,347.8058398863928,331.6556860501906,343.4873496480373,287.6767569399588,673.672816954517,,394.0556731514172,234.7294050515808,,409.0020302617083,山东
2020,河南省,41,340.8131206635064,331.1645202422144,321.2096092459384,298.9355206828673,602.408708740383,,343.5304348262567,239.8833307862362,,408.3161689752243,河南
2020,湖北省,42,358.6358584525988,336.5408222833504,369.5796543080963,308.9595205899205,672.0976454535105,,478.2051099132703,241.3339514359581,,411.7286207131795,湖北
2020,湖南省,43,332.0348487480758,302.2808335279705,347.4436187284678,281.5393794331924,672.239700631396,,431.4013965735622,222.6233166782637,,402.3022344293342,湖南
2020,广东省,44,379.5347551530972,356.9413194629064,404.3531455810937,329.0296872872637,757.8042456762123,,505.9809469177026,267.8032717886221,,409.0621689264265,广东
2020,广西壮族自治区,45,325.1706763931218,311.9849761772603,313.2414873142874,279.4205130531759,618.8737166195001,,344.6118287689712,215.7100949471291,,390.406751470197,广西
2020,海南省,46,344.0490659178224,335.8657189712268,337.2433232195447,287.3096684332907,659.7088278867327,,405.1411245171632,215.2442827804467,,383.4584998193776,海南
2020,重庆市,50,344.7642653000158,329.3857347920911,343.9058270917157,274.1012959285378,689.0309898151834,,413.4234342283948,219.240550338852,,397.1249206688265,重庆
2020,四川省,51,334.8228849568659,310.7628185703032,344.8624769848504,277.9042411965485,660.948848205463,,431.1699944417087,220.4008272953102,,396.0457671198346,四川
2020,贵州省,52,307.9366935776525,313.2449267794678,258.1995861874399,246.7171120354727,571.7267415632173,,215.7823998874184,188.9861611570042,,380.8080377185271,贵州
2020,云南省,53,318.4776667943248,302.460517771634,309.4529479891233,255.6088095365326,605.0311725046508,,363.3263999047945,205.037597036398,,387.7848449683227,云南
2020,西藏自治区,54,310.5287496433696,290.1765335243961,319.3787001067275,262.9266314777159,598.3292198293732,,425.107587499013,190.7433782075994,,361.668655027392,西藏
2020,陕西省,61,342.0421727683304,329.532016455138,331.7302023047542,285.8888056156052,628.6966525410522,,389.7606580861686,227.2867503156763,,402.1099038829616,陕西
2020,甘肃省,62,305.4995935746279,308.8696095952508,265.3460399172824,250.2251123727717,515.0210254782592,,271.3384810697319,194.5222964433157,,367.3559143746081,甘肃
2020,青海省,63,298.2266665124684,292.0627902002851,264.6668088498431,239.0470502073481,507.8584876092701,,280.2991503109748,191.3057092071852,,379.5815000394268,青海
2020,宁夏回族自治区,64,310.0156694138568,320.4510420609491,262.7224889890285,250.0511337299388,518.8290970318677,,255.2759360396058,194.6273785814397,,361.5164133959498,宁夏
2020,新疆维吾尔自治区,65,308.3492833758535,310.2176290617244,273.8539147157776,239.2999456620383,498.3198556596004,,344.4387520232419,178.0038209258325,,364.882450396886,新疆
2021,北京市,11,445.4406172141791,432.9265915578428,474.2982998386501,350.1267770486436,803.7752027549552,,758.6816612141577,279.9708134989421,,434.349994025003,北京
2021,天津市,12,395.7348891947368,381.7454548290928,404.557134697419,288.2624016047885,704.788950346214,,588.2792216542667,265.3375085909021,,425.9205580385783,天津
2021,河北省,13,352.4399842691548,335.6891379142974,352.9513884063463,257.1028359795872,593.1989494066111,,492.9502840490148,244.6164712599809,,406.8432520993277,河北
2021,山西省,14,359.7012077326922,363.6307596968876,331.7269906276777,259.275213324632,558.7714360065806,,418.4886464371057,250.4860352309751,,397.5814854721546,山西
2021,内蒙古自治区,15,344.7592446448328,346.8892393239388,318.6034067161029,231.5448396449034,547.9072773709948,,421.8214417215144,229.0204903071989,,385.2764322287862,内蒙古
2021,辽宁省,21,357.2345190911801,340.1001874194484,363.8979682955275,252.4838691010024,659.9209535286274,,505.3504874612192,242.9506230535479,,401.7251027581185,辽宁
2021,吉林省,22,339.4132641464888,325.381568554284,334.2232452431508,236.0644891456624,616.0369131488844,,429.3537503982513,236.0543129571682,,395.1975341543603,吉林
2021,黑龙江省,23,341.1391015743418,327.5938610208349,335.1959553854047,240.5559097964567,600.2133834513415,,445.3472453641904,234.7207783332267,,396.6857625605149,黑龙江
2021,上海市,31,458.9703890885613,433.4233311008857,510.6944605928759,367.6670160569383,951.9387791439894,,753.5920927366609,303.7411230657362,,449.3635930458441,上海
2021,江苏省,32,412.9212849219292,398.6563054007075,428.9983871040421,319.3852953702067,760.096777209577,,605.1793272738107,279.3157050210118,,430.8346281375414,江苏
2021,浙江省,33,434.6093890357063,415.9307507568219,468.5648807197534,364.2623177233743,869.2052748528453,,648.221542028181,292.8269056146669,,434.6100210578861,浙江
2021,安徽省,34,384.6236566400171,364.4275566260906,399.8770421454136,300.2170020128514,712.5403165930899,,546.8206267584931,267.2625883539161,,423.6165486079447,安徽
2021,福建省,35,410.312544044324,394.0107584444561,436.0600720028761,329.8662323333398,744.1147931306305,,619.2909470457661,283.397975741402,,417.378531992026,福建
2021,江西省,36,372.173686443655,353.6248322795421,384.4746177200165,287.589805471387,667.2276815955614,,533.3596496376869,255.9600787456705,,411.0917159414706,江西
2021,山东省,37,380.6834394088193,367.5900342910098,381.0208183259979,279.9267350485441,677.9396496369186,,517.4804105210691,259.3490683760447,,423.327859472275,山东
2021,河南省,41,374.3744438889366,366.9719358165742,362.1991294636032,284.7835847757744,588.2704261434925,,482.1681810171902,266.7703778694328,,420.9647785916251,河南
2021,湖北省,42,391.9015022504354,374.3210925482661,408.7365758862507,305.147803478512,684.3154203109598,,599.8588567936348,266.6539616352111,,419.3836979885236,湖北
2021,湖南省,43,362.364784941951,338.7869002121391,377.362464630976,267.2891149305539,649.3885018134181,,542.7246368153641,244.9898936072024,,412.9875671378289,湖南
2021,广东省,44,406.5309358238781,386.3713297772667,438.1273505320076,325.1992381154079,761.5604274119162,,624.8303874691928,277.8643589611189,,415.7067956723913,广东
2021,广西壮族自治区,45,355.1140248743083,342.8104058316621,351.8390696853045,263.986806582522,597.1532357487081,,478.4463212562551,239.2119483589459,,401.7132030947075,广西
2021,海南省,46,375.3539027256966,368.4757980409948,377.1191112123087,281.0497653131386,642.9657558291656,,536.2530565008665,238.4110249897948,,394.8805903756466,海南
2021,重庆市,50,373.2232936568921,362.2348101173449,373.5704989680617,259.2142964684259,668.6886789579762,,528.0977519697823,242.4891095224544,,408.8989866351485,重庆
2021,四川省,51,363.6076766657632,342.9643633947155,375.6004596106946,264.749008990036,645.0620004111319,,548.9166920840772,241.4289100551904,,410.0010038449938,四川
2021,贵州省,52,340.7975070732278,345.7341649261933,302.401861256918,226.4745128014794,535.2977925363525,,372.1744379287283,217.6715056349733,,394.2885669963914,贵州
2021,云南省,53,346.9307969727468,335.3432376878975,342.0017707480856,237.1227094275388,577.1199082098799,,484.8515366729687,226.9143753666992,,394.1707663849523,云南
2021,西藏自治区,54,342.0998299351683,322.8663911630351,359.1541117535792,250.4839453727542,576.8987043355435,,553.0101807166305,217.4211540349033,,374.6389155142577,西藏
2021,陕西省,61,374.15713613754,364.1174664101264,371.2179422138263,271.8717660221699,619.508635412473,,526.0879470975509,253.1209777401818,,412.6718269988604,陕西
2021,甘肃省,62,341.1583231189977,344.3595266807361,308.6360602986736,230.3256218436829,480.4606103825324,,427.05830336233,224.0914624609584,,389.706978708307,甘肃
2021,青海省,63,329.8893883587991,325.5164928162637,300.3263223937584,217.1330350700027,469.6130786815145,,410.1255897201809,218.5851524744075,,398.069569037844,青海
2021,宁夏回族自治区,64,344.8620837546305,355.2769947306489,305.2897842721284,232.8927024882723,478.3500399880893,,416.5369253550523,222.1946943291067,,382.4024616973063,宁夏
2021,新疆维吾尔自治区,65,341.7678467569026,345.9239316875123,313.1914898377365,230.2120088409059,463.7930214869629,,468.9518915671096,209.6110395403373,,379.9932025259444,新疆
2022,北京市,11,452.8302315021897,455.9272361651347,445.5981248710845,296.7796125000004,724.0957573341032,,717.4038819515655,274.8780178205518,,455.7735676992056,北京
2022,天津市,12,407.3049083668797,407.2107120698963,377.9233974420172,263.7629994633136,640.0092771190803,,525.6572533326332,267.7440760011606,,461.0317214689844,天津
2022,河北省,13,360.6507337110097,357.9470661761745,321.4703507272617,241.0516065768745,510.3763585268238,,414.0776750603192,250.6148988448688,,440.7972217581475,河北
2022,山西省,14,366.0658054686331,388.7129841316714,294.1912604405489,239.3824317093444,478.1868592187845,,319.426185449859,252.5359326912221,,421.915037332741,山西
2022,内蒙古自治区,15,353.8960119021067,376.3087550262285,285.8216707799856,213.0180499009985,476.6077565030307,,333.061429099743,229.4856761263902,,403.6130292961637,内蒙古
2022,辽宁省,21,365.246442665731,364.9216650100672,333.1061378956532,233.5300576508168,588.9797604674517,,425.8467204064004,244.2021355261034,,424.7452227399061,辽宁
2022,吉林省,22,343.6674222751498,347.630401964964,300.7099983695012,217.5908981280659,550.193541052005,,339.6675787250957,235.6050342421378,,408.6631988436448,吉林
2022,黑龙江省,23,347.5939965068792,349.6786384011117,305.3462226652395,225.0770540050783,540.3321913106113,,357.1740286377948,238.9317596145692,,417.5027056454887,黑龙江
2022,上海市,31,460.6908552828697,455.9119354027049,465.8234057944864,327.0532321077903,798.1306636545012,,713.4252690331043,289.6922989580555,,467.1722998132752,上海
2022,江苏省,32,424.0648274777478,424.7674868562106,401.9695273003605,297.0012238434468,708.5487493213913,,533.8449295342726,281.8328995801268,,461.9212646441862,江苏
2022,浙江省,33,440.0446679210633,441.5185216733339,424.1170008200888,329.0121856263908,741.2754514829335,,565.2111829182192,293.683429290359,,464.1480472242196,浙江
2022,安徽省,34,393.3208246403174,389.0613302672166,368.6047604172387,281.3686575950211,635.9705894089964,,470.8044751982324,270.3339250402423,,452.3226689592547,安徽
2022,福建省,35,420.7524353823293,420.5676116001425,408.8688778958724,305.2423809870056,713.8534895180748,,544.3173629761973,279.3119653663059,,442.9827714283323,福建
2022,江西省,36,378.8288285344864,373.5675554221003,354.5100655531547,270.276968350507,608.5657023830043,,453.164043252821,258.4686678595891,,440.4156828203525,江西
2022,山东省,37,390.3757911893213,392.5246052946438,352.0038220049688,260.1059857485598,605.343165307421,,446.7811001588292,263.0630419402626,,453.0322723270281,山东
2022,河南省,41,382.3945349322519,392.90611699211,328.1729749809221,266.8589936969735,527.0020413459074,,390.2814800135245,265.1198916011084,,446.2380277310288,河南
2022,湖北省,42,398.8103179856837,395.1439692734663,381.0590564254553,286.34531700453,627.6732267938083,,529.8447579639441,268.0541199333192,,443.1977929869375,湖北
2022,湖南省,43,371.94909802507,362.1911075689483,353.399962700344,252.7973556425345,591.3007540323613,,470.8522866748436,253.8984545646276,,437.8992873962533,湖南
2022,广东省,44,416.3588510334678,413.3060904600526,405.5685300321451,302.1747075546351,681.4841772179485,,555.3174926433253,277.0564781412611,,446.072211981232,广东
2022,广西壮族自治区,45,362.0237316476128,363.7857810629898,323.46988015408,246.683300683258,554.9298654648624,,391.6616184183223,239.3001369963875,,426.2860770876099,广西
2022,海南省,46,382.2824214574306,392.5970847398038,344.9761149919274,256.2245569716638,584.9619821834303,,445.1739489520517,238.4824304661154,,416.0384374800044,海南
2022,重庆市,50,382.225786648983,386.298989254566,346.2874502857985,240.3972937219757,623.327106086862,,451.4766559611882,245.0338899299399,,434.1051757462727,重庆
2022,四川省,51,371.6112502453594,363.2262600648957,352.6391672194239,249.1715583243325,601.7079783442792,,478.8747136141104,246.0326126362649,,433.79635879489,四川
2022,贵州省,52,344.6822565194504,365.723167246292,271.3069607444301,213.3778512537111,497.9409215877242,,262.777328620282,220.213061342714,,408.5611502815617,贵州
2022,云南省,53,354.7062737065577,358.9578650829013,313.5599612203362,220.5532896901284,535.5110091002889,,394.9488409094693,227.8785355443927,,415.458658947389,云南
2022,西藏自治区,54,334.68637636536,328.5726890146984,311.6910124261609,210.3053789512832,472.5256788322896,,465.9199276312165,201.8598275008855,,396.6803610088479,西藏
2022,陕西省,61,381.292994695606,384.9329423536518,342.7745547211399,253.1742449530797,570.1157806105556,,446.6449392286942,252.712866644311,,439.2913835648158,陕西
2022,甘肃省,62,345.217811038412,361.0658466342795,281.4413289773494,212.2994500262521,427.562681235714,,346.3476835113328,226.444375627307,,408.8009575509405,甘肃
2022,青海省,63,329.753234742678,340.8223061433371,260.5677597186902,191.4741638396593,388.8222836203818,,314.5612116985948,212.2417153391991,,418.9444878142797,青海
2022,宁夏回族自治区,64,356.6262260216,384.5415822022728,278.2276106603013,215.9897374323638,425.9230956145194,,327.2584611128421,229.0760745156907,,406.9347178298158,宁夏
2022,新疆维吾尔自治区,65,342.6589624651427,364.4558760474334,268.6926977404743,200.9895495747432,378.6441620938958,,347.4960692103389,208.8468222871861,,405.1153082252841,新疆
2023,北京市,11,463.628924178741,466.274795952415,459.052449757312,298.716996288649,811.55764668091,,682.795820872418,289.843922672187,,463.23685017089,北京
2023,天津市,12,422.891928423627,423.542685817567,396.640959151304,272.598934784187,695.158573373125,,536.478651724754,278.854279171237,,468.471181618149,天津
2023,河北省,13,376.107639193747,375.302703201381,343.058949008132,248.614065592777,562.070665551167,,438.264024693976,261.659493423476,,438.843238415096,河北
2023,山西省,14,384.235101213768,403.582514497539,328.767010783442,244.723057641441,545.209687912534,,378.626988859982,265.989950743124,,421.168088627466,山西
2023,内蒙古自治区,15,374.628875102948,394.395869434218,323.729727749694,216.553224881327,565.036558227235,,392.722272453215,246.186396581177,,401.873332792806,内蒙古
2023,辽宁省,21,379.655330853879,380.976875706894,352.373749606845,237.769641023205,629.093667141002,,446.719189319847,255.970842381168,,424.889794825807,辽宁
2023,吉林省,22,359.79929339105,362.765154477704,329.409582217082,225.258039555389,599.807476270533,,385.041946285909,251.015464973285,,405.251002619945,吉林
2023,黑龙江省,23,362.366711138982,365.07461198591,332.191855314303,229.755703733603,598.49237233836,,394.826157735869,252.731520197299,,408.279931533041,黑龙江
2023,上海市,31,473.834085381973,466.540141886536,485.418722079856,334.711467918035,899.608136026032,,691.397664503747,303.210916445688,,476.896436848273,上海
2023,江苏省,32,438.606473217065,440.634077110252,421.771430793685,300.452428386613,771.190891418762,,550.22678057284,290.101124573554,,462.53013571845,江苏
2023,浙江省,33,453.780310096307,455.156139442405,443.789782996378,331.589177238265,811.475296890886,,579.978845819116,300.720581739552,,467.419481906665,浙江
2023,安徽省,34,405.798458528829,403.926238261629,384.569647168075,282.219151180947,658.991584403953,,494.573276039895,281.728329007919,,450.581438486353,安徽
2023,福建省,35,430.447449315595,431.5253035854,422.022460374226,306.102003761556,756.353417579355,,552.775832167113,287.681985169325,,442.224271295725,福建
2023,江西省,36,389.50252484247,385.588958201192,370.439110651742,273.866753217613,646.880420962771,,470.404572859392,267.920250574762,,437.090128554543,江西
2023,山东省,37,404.787778399759,407.762530046243,373.272177334088,263.430041394503,671.686289618779,,468.44741616131,271.014936596607,,452.25880418783,山东
2023,河南省,41,396.817846008627,405.351015628954,356.07199485966,273.532656124731,593.160383798186,,429.765497121396,278.155575094173,,442.707409567754,河南
2023,湖北省,42,411.329874453718,407.274767954994,401.345651646815,288.595164709426,691.337642302384,,547.956237991631,277.400918056273,,442.887848516005,湖北
2023,湖南省,43,381.258506462805,372.798397794959,367.028422825367,250.415418883846,631.667597793004,,491.177018765507,257.697695383078,,435.075282012278,湖南
2023,广东省,44,426.476055136604,423.772121827274,418.986415345282,303.455357023764,730.888747331037,,556.826813404408,284.635602443653,,449.040353545792,广东
2023,广西壮族自治区,45,369.937098681436,371.174845267255,339.583943068812,242.895266733937,567.566362705179,,426.825751909436,251.921150725177,,421.029205073174,广西
2023,海南省,46,390.823783696892,399.009080748491,361.373722185333,247.043736924085,624.035150545772,,472.836856182822,251.595099872917,,417.335412397761,海南
2023,重庆市,50,395.000466917146,400.089987594515,365.565986586281,245.383122497575,657.336177162174,,471.700591523121,255.657410680544,,431.706237514429,重庆
2023,四川省,51,384.113105616042,375.672806634552,370.482479218289,251.574826712918,658.001287962172,,492.29246542064,255.661562216248,,436.775335939963,四川
2023,贵州省,52,359.516348339065,379.221540780724,300.495774840902,213.028155066591,525.19451418207,,335.941353626607,236.418852117871,,401.721866488947,贵州
2023,云南省,53,366.840722510372,371.876363316447,333.51056507973,222.113849392891,564.407058131015,,441.183285592014,238.687194559088,,410.801742106887,云南
2023,西藏自治区,54,356.296348009454,357.577269351091,332.36989557309,209.868743883438,557.078102332321,,465.862987649225,220.88447170561,,395.566720753441,西藏
2023,陕西省,61,398.06010984353,399.43555029697,372.400425336222,258.326654875065,663.014486176592,,471.797575364013,268.458463531664,,440.170494675914,陕西
2023,甘肃省,62,362.621006008951,374.689777706853,314.164061534402,217.537119270879,499.381338008299,,397.0053630105,244.108404864899,,410.846257173537,甘肃
2023,青海省,63,351.078176274736,357.560471624135,302.251010865545,202.660016600099,481.213761996104,,385.109869049291,232.324676391066,,418.421918951191,青海
2023,宁夏回族自治区,64,373.640525267544,400.159041697808,310.454482564711,217.104429815013,480.775759640438,,393.280635335511,245.599791635883,,400.918746998978,宁夏
2023,新疆维吾尔自治区,65,360.805675615779,381.625374110048,298.945999963083,205.123867886583,468.675666832502,,376.200868974953,229.631625075478,,404.490290926559,新疆
